# University Ranking Results - www.universityrankings.ch
# Ranking: Shanghai
# Year: 2025
#
   #    World Rank   ,  Institution   ,  Country   ,   
    601-700  ,   University of Oldenburg   ,Germany   
    601-700  ,   Technical University of Braunschweig   ,Germany   
    601-700  ,   University of Augsburg   ,Germany   
    601-700  ,   Ain Shams University   ,Egypt   
    601-700  ,   Mansoura University   ,Egypt   
    601-700  ,   Technical University of Madrid   ,Spain   
    601-700  ,   University of Alicante   ,Spain   
    601-700  ,   University of Murcia   ,Spain   
    601-700  ,   University of Oviedo   ,Spain   
    601-700  ,   University of Rovira i Virgili   ,Spain   
    601-700  ,   Addis Ababa University   ,Ethiopia   
    601-700  ,   University of Burgundy   ,France   
    601-700  ,   Hong Kong Baptist University   ,Hong Kong   
    601-700  ,   University of Zagreb   ,Croatia   
    601-700  ,   Semmelweis University   ,Hungary   
    601-700  ,   University of Haifa   ,Israel   
    601-700  ,   Indian Institute of Technology - Delhi   ,India   
    601-700  ,   Indian Institute of Technology - Kanpur   ,India   
    601-700  ,   University of Delhi   ,India   
    601-700  ,   University of Iceland   ,Iceland   
    601-700  ,   Polytechnic University of Turin   ,Italy   
    601-700  ,   University of Brescia   ,Italy   
    601-700  ,   University of Ferrara   ,Italy   
    601-700  ,   University of Salerno   ,Italy   
    601-700  ,   University of Siena   ,Italy   
    601-700  ,   University of Trieste   ,Italy   
    601-700  ,   Chiba University   ,Japan   
    601-700  ,   Chonnam National University   ,South Korea   
    601-700  ,   Ewha Womans University   ,South Korea   
    601-700  ,   Inha University   ,South Korea   
    601-700  ,   Lebanese American University   ,Lebanon   
    601-700  ,   University of Luxembourg   ,Luxembourg   
    601-700  ,   University of Malaya   ,Malaysia   
    601-700  ,   Moscow Institute of Physics and Technology   ,Russia   
    601-700  ,   Chulalongkorn University   ,Thailand   
    601-700  ,   Mahidol University   ,Thailand   
    601-700  ,   Chang Gung University   ,Taiwan   
    601-700  ,   Brunel University   ,UK   
    601-700  ,   Liverpool John Moores University   ,UK   
    601-700  ,   The Manchester Metropolitan University   ,UK   
    601-700  ,   University of KwaZulu-Natal   ,South Africa   
    601-700  ,   Colorado School of Mines   ,USA   
    601-700  ,   Florida International University   ,USA   
    601-700  ,   Georgia State University   ,USA   
    601-700  ,   Rush University   ,USA   
    601-700  ,   Kansas State University   ,USA   
    601-700  ,   University of Louisville   ,USA   
    601-700  ,   Wayne State University   ,USA   
    601-700  ,   Mississippi State University   ,USA   
    601-700  ,   University of New Hampshire   ,USA   
    601-700  ,   Rensselaer Polytechnic Institute   ,USA   
    601-700  ,   Binghamton University   ,USA   
    601-700  ,   University of Toledo   ,USA   
    601-700  ,   Thomas Jefferson University   ,USA   
    601-700  ,   Clemson University   ,USA   
    601-700  ,   Baylor University   ,USA   
    601-700  ,   University of North Texas   ,USA   
    601-700  ,   University of Wyoming   ,USA   
    601-700  ,   University of Eastern Finland   ,Finland   
    601-700  ,   Technical University of Dortmund   ,Germany   
    601-700  ,   Marche Polytechnic University   ,Italy   
    601-700  ,   Khalifa University   ,United Arab Emirates   
    601-700  ,   University of Natural Resources and Life Sciences   ,Austria   
    601-700  ,   Nantong University   ,China   
    601-700  ,   Northeast Forestry University   ,China   
    601-700  ,   Southwest Petroleum University   ,China   
    601-700  ,   Henan University of Science and Technology   ,China   
    601-700  ,   Chang'an University   ,China   
    601-700  ,   Beijing Technology and Business University   ,China   
    601-700  ,   Lanzhou University of Technology   ,China   
    601-700  ,   Shanghai Ocean University   ,China   
    601-700  ,   Zhejiang Chinese Medical University   ,China   
    601-700  ,   Taif University   ,Saudi Arabia   
    601-700  ,   Qilu University of Technology   ,China   
    601-700  ,   Shandong First Medical University   ,China   
    601-700  ,   University of Health Sciences Turkey   ,Turkey   
    601-700  ,   Homi Bhabha National Institute   ,India   
    601-700  ,   Saveetha Institute of Medical and Technical Sciences   ,India   
    701-800  ,   United Arab Emirates University   ,United Arab Emirates   
    701-800  ,   Federal University of Santa Maria   ,Brazil   
    701-800  ,   Federal University of Sao Paulo   ,Brazil   
    701-800  ,   Federal University of Paraná   ,Brazil   
    701-800  ,   University of Brasília   ,Brazil   
    701-800  ,   Memorial University of Newfoundland   ,Canada   
    701-800  ,   University of Québec at Montreal   ,Canada   
    701-800  ,   University of Sherbrooke   ,Canada   
    701-800  ,   Beijing University of Posts and Telecommunications   ,China   
    701-800  ,   China Pharmaceutical University   ,China   
    701-800  ,   Chongqing University of Posts and Telecommunications   ,China   
    701-800  ,   Guangxi Normal University   ,China   
    701-800  ,   Harbin Medical University   ,China   
    701-800  ,   Hebei Medical University   ,China   
    701-800  ,   Henan Normal University   ,China   
    701-800  ,   Hubei University   ,China   
    701-800  ,   Jiangxi Normal University   ,China   
    701-800  ,   Shantou University   ,China   
    701-800  ,   South China Normal University   ,China   
    701-800  ,   Tianjin University of Technology   ,China   
    701-800  ,   Xiangtan University   ,China   
    701-800  ,   Palacky University   ,Czech Republic   
    701-800  ,   University of Bielefeld   ,Germany   
    701-800  ,   University of Mannheim   ,Germany   
    701-800  ,   Copenhagen Business School   ,Denmark   
    701-800  ,   Al Azhar University   ,Egypt   
    701-800  ,   Polytechnic University of Catalonia   ,Spain   
    701-800  ,   University of Alcalá de Henares   ,Spain   
    701-800  ,   University of Cantabria   ,Spain   
    701-800  ,   University of Extremadura   ,Spain   
    701-800  ,   University of La Laguna   ,Spain   
    701-800  ,   University of the Balearic Islands   ,Spain   
    701-800  ,   University of Limerick   ,Ireland   
    701-800  ,   Indian Institute of Technology - Madras   ,India   
    701-800  ,   SRM Institute Of Science and Technology ( Deemed University)   ,India   
    701-800  ,   Tarbiat Modares University   ,Iran   
    701-800  ,   Scuola Normale Superiore di Pisa   ,Italy   
    701-800  ,   University of Calabria   ,Italy   
    701-800  ,   University of Palermo   ,Italy   
    701-800  ,   Kindai University   ,Japan   
    701-800  ,   Kitasato University   ,Japan   
    701-800  ,   Shinshu University   ,Japan   
    701-800  ,   Waseda University   ,Japan   
    701-800  ,   Chonbuk National University   ,South Korea   
    701-800  ,   Chung-Ang University   ,South Korea   
    701-800  ,   Chungbuk National University   ,South Korea   
    701-800  ,   Chungnam National University   ,South Korea   
    701-800  ,   Hallym University   ,South Korea   
    701-800  ,   Kangwon National University   ,South Korea   
    701-800  ,   National University of Malaysia   ,Malaysia   
    701-800  ,   University of Science - Malaysia   ,Malaysia   
    701-800  ,   Tilburg University   ,Netherlands   
    701-800  ,   Norwegian University of Life Sciences   ,Norway   
    701-800  ,   University of Waikato   ,New Zealand   
    701-800  ,   University of the Punjab   ,Pakistan   
    701-800  ,   New University of Lisbon   ,Portugal   
    701-800  ,   Lulea University of Technology   ,Sweden   
    701-800  ,   Stockholm School of Economics   ,Sweden   
    701-800  ,   Ankara University   ,Turkey   
    701-800  ,   Hacettepe University   ,Turkey   
    701-800  ,   Koc University   ,Turkey   
    701-800  ,   National Taiwan University of Science and Technology   ,Taiwan   
    701-800  ,   Heriot-Watt University   ,UK   
    701-800  ,   St George's - University of London   ,UK   
    701-800  ,   University of Greenwich   ,UK   
    701-800  ,   University of Northumbria at Newcastle   ,UK   
    701-800  ,   University of Plymouth   ,UK   
    701-800  ,   University of Stirling   ,UK   
    701-800  ,   University of Strathclyde   ,UK   
    701-800  ,   Swansea University   ,UK   
    701-800  ,   North-West University   ,South Africa   
    701-800  ,   University of Maryland Baltimore County   ,USA   
    701-800  ,   State University of New York at Albany   ,USA   
    701-800  ,   Kent State University   ,USA   
    701-800  ,   Oklahoma State University   ,USA   
    701-800  ,   Southern Methodist University   ,USA   
    701-800  ,   University of Texas at Arlington   ,USA   
    701-800  ,   University of Texas at San Antonio   ,USA   
    701-800  ,   Brigham Young University   ,USA   
    701-800  ,   University of Alabama   ,USA   
    701-800  ,   University of Jyvaskyla   ,Finland   
    701-800  ,   King Fahd University of Petroleum & Minerals   ,Saudi Arabia   
    701-800  ,   University Paris-Est Créteil Val de Marne   ,France   
    701-800  ,   University of Jinan - Shandong   ,China   
    701-800  ,   Tiangong University   ,China   
    701-800  ,   University Clermont Auvergne   ,France   
    701-800  ,   Gachon University   ,South Korea   
    701-800  ,   Army Medical University   ,China   
    701-800  ,   COMSATS University Islamabad   ,Pakistan   
    701-800  ,   Southwestern University of Finance and Economics   ,China   
    701-800  ,   Humanitas University   ,Italy   
    701-800  ,   Anhui Agricultural University   ,China   
    701-800  ,   Wuhan University of Science and Technology   ,China   
    701-800  ,   Xuzhou Medical College   ,China   
    701-800  ,   Wuhan Institute of Technology   ,China   
    701-800  ,   Shanxi Medical University   ,China   
    701-800  ,   Prince Sattam Bin Abdulaziz University   ,Saudi Arabia   
    701-800  ,   Istanbul University Cerrahpasa   ,Turkey   
    701-800  ,   SUNY Downstate Health Sciences University   ,USA   
    701-800  ,   Suzhou University of Science and Technology   ,China   
    801-900  ,   University of Linz   ,Austria   
    801-900  ,   Edith Cowan University   ,Australia   
    801-900  ,   University of the Sunshine Coast   ,Australia   
    801-900  ,   Federal University of São Carlos   ,Brazil   
    801-900  ,   Federal University of Viçosa   ,Brazil   
    801-900  ,   Brock University   ,Canada   
    801-900  ,   Anhui Normal University   ,China   
    801-900  ,   Capital Normal University   ,China   
    801-900  ,   Central University of Finance and Economics   ,China   
    801-900  ,   Chengdu University of Technology   ,China   
    801-900  ,   Guangzhou University of Traditional Chinese Medicine   ,China   
    801-900  ,   Heilongjiang University   ,China   
    801-900  ,   North China University of Technology   ,China   
    801-900  ,   Shandong Normal University   ,China   
    801-900  ,   Shanghai University of Finance and Economics   ,China   
    801-900  ,   Shanghai University of Traditional Chinese Medicine and Pharmacology   ,China   
    801-900  ,   Shenyang Pharmaceutical University   ,China   
    801-900  ,   Sichuan Agricultural University   ,China   
    801-900  ,   Xi'an University of Architecture and Technology   ,China   
    801-900  ,   Yantai University   ,China   
    801-900  ,   National University of Colombia   ,Colombia   
    801-900  ,   University of Antioquía   ,Colombia   
    801-900  ,   University of Cyprus   ,Cyprus   
    801-900  ,   Czech Technical University of Prague   ,Czech Republic   
    801-900  ,   University of Magdeburg   ,Germany   
    801-900  ,   University of Kassel   ,Germany   
    801-900  ,   University of Jaén   ,Spain   
    801-900  ,   University of Málaga   ,Spain   
    801-900  ,   University of Vigo   ,Spain   
    801-900  ,   University of Lleida   ,Spain   
    801-900  ,   Institut National des Sciences Appliquées de Toulouse   ,France   
    801-900  ,   University of Poitiers   ,France   
    801-900  ,   University Savoie Mont Blanc   ,France   
    801-900  ,   University of Versailles Saint-Quentin-en-Yvelines   ,France   
    801-900  ,   University of Crete   ,Greece   
    801-900  ,   Education University of Hong Kong   ,Hong Kong   
    801-900  ,   Budapest University of Technology and Economics   ,Hungary   
    801-900  ,   National University of Ireland - Maynooth   ,Ireland   
    801-900  ,   Indian Institute of Technology - Bombay   ,India   
    801-900  ,   Indian Institute of Technology - Kharagpur   ,India   
    801-900  ,   Indian Institute of Technology - Roorkee   ,India   
    801-900  ,   Manipal University   ,India   
    801-900  ,   Sharif University of Technology   ,Iran   
    801-900  ,   Polytechnic University of Bari   ,Italy   
    801-900  ,   University of Cagliari   ,Italy   
    801-900  ,   University of Messina   ,Italy   
    801-900  ,   University of Modena   ,Italy   
    801-900  ,   Graduate University for Advanced Studies   ,Japan   
    801-900  ,   Kanazawa University   ,Japan   
    801-900  ,   Nagasaki University   ,Japan   
    801-900  ,   Tokyo University of Science   ,Japan   
    801-900  ,   Catholic University of Korea   ,South Korea   
    801-900  ,   Konkuk University   ,South Korea   
    801-900  ,   University of Putra Malaysia   ,Malaysia   
    801-900  ,   Massey University   ,New Zealand   
    801-900  ,   AGH University of Science and Technology   ,Poland   
    801-900  ,   Higher School of Economics   ,Russia   
    801-900  ,   King Faisal University   ,Saudi Arabia   
    801-900  ,   Chiang Mai University   ,Thailand   
    801-900  ,   Ege University   ,Turkey   
    801-900  ,   Istanbul Technical University   ,Turkey   
    801-900  ,   National Central University   ,Taiwan   
    801-900  ,   National Chung Hsing University - Taipei   ,Taiwan   
    801-900  ,   Taipei Medical University   ,Taiwan   
    801-900  ,   Birkbeck - University of London   ,UK   
    801-900  ,   Cranfield University   ,UK   
    801-900  ,   Loughborough University   ,UK   
    801-900  ,   Nottingham Trent University   ,UK   
    801-900  ,   University of Hertfordshire   ,UK   
    801-900  ,   University of Hull   ,UK   
    801-900  ,   University of Ulster   ,UK   
    801-900  ,   University of South Africa   ,South Africa   
    801-900  ,   Augusta State University   ,USA   
    801-900  ,   University of Missouri - Kansas City   ,USA   
    801-900  ,   Montana State University   ,USA   
    801-900  ,   University of Nebraska Medical Center   ,USA   
    801-900  ,   New Jersey Institute of Technology   ,USA   
    801-900  ,   Syracuse University   ,USA   
    801-900  ,   Ohio University   ,USA   
    801-900  ,   University of Oklahoma Health Sciences Center   ,USA   
    801-900  ,   University of Rhode Island   ,USA   
    801-900  ,   University of Texas at El Paso   ,USA   
    801-900  ,   Old Dominion University   ,USA   
    801-900  ,   University of Wisconsin-Milwaukee   ,USA   
    801-900  ,   Royal Holloway - University of London   ,UK   
    801-900  ,   Ural Federal University   ,Russia   
    801-900  ,   Shahid Beheshti University of Medical Sciences   ,Iran   
    801-900  ,   Royal Veterinary College    ,UK   
    801-900  ,   Czech University of Life Sciences Prague   ,Czech Republic   
    801-900  ,   Guangxi Medical University   ,China   
    801-900  ,   Xi'an Jiaotong Liverpool University   ,China   
    801-900  ,   Changsha University of Science and Technology   ,China   
    801-900  ,   Qingdao Agricultural University   ,China   
    801-900  ,   Yangtze University   ,China   
    801-900  ,   Skolkovo Institute of Science and Technology   ,Russia   
    801-900  ,   Qassim University   ,Saudi Arabia   
    801-900  ,   Zhejiang A & F University   ,China   
    801-900  ,   Dongguan University of Technology   ,China   
    801-900  ,   New York University of Abu Dhabi   ,United Arab Emirates   
    801-900  ,   North China University of Water Resources and Electric Power   ,China   
    901-1000  ,   University of Sharjah   ,United Arab Emirates   
    901-1000  ,   Federal University of Bahia   ,Brazil   
    901-1000  ,   Federal University of Pelotas   ,Brazil   
    901-1000  ,   Federal University of Pernambuco   ,Brazil   
    901-1000  ,   Federal University of Ceará   ,Brazil   
    901-1000  ,   Rio de Janeiro State University   ,Brazil   
    901-1000  ,   University of New Brunswick   ,Canada   
    901-1000  ,   University of Regina   ,Canada   
    901-1000  ,   University of Windsor   ,Canada   
    901-1000  ,   Chengdu University of Traditional Chinese Medicine   ,China   
    901-1000  ,   Dalian Medical University   ,China   
    901-1000  ,   Gansu Agricultural University   ,China   
    901-1000  ,   Hebei Normal University   ,China   
    901-1000  ,   Henan Agricultural University   ,China   
    901-1000  ,   Liaocheng Teachers University   ,China   
    901-1000  ,   Huaqiao University   ,China   
    901-1000  ,   Ningxia University   ,China   
    901-1000  ,   Shandong University of Science Technology   ,China   
    901-1000  ,   University of International Business and Economics   ,China   
    901-1000  ,   Zhongnan University of Economics and Law   ,China   
    901-1000  ,   University of Wuppertal   ,Germany   
    901-1000  ,   University of Hohenheim   ,Germany   
    901-1000  ,   Zagazig University   ,Egypt   
    901-1000  ,   University Carlos III de Madrid   ,Spain   
    901-1000  ,   University of Castilla-La Mancha   ,Spain   
    901-1000  ,   University of Cádiz   ,Spain   
    901-1000  ,   University of Córdoba   ,Spain   
    901-1000  ,   University of Las Palmas de Gran Canaria   ,Spain   
    901-1000  ,   Jaume I University   ,Spain   
    901-1000  ,   University of Ghana   ,Ghana   
    901-1000  ,   University of Patras   ,Greece   
    901-1000  ,   Lingnan University   ,Hong Kong   
    901-1000  ,   Royal College of Surgeons   ,Ireland   
    901-1000  ,   Banaras Hindu University   ,India   
    901-1000  ,   University of Calcutta   ,India   
    901-1000  ,   Iran University of Medical Sciences   ,Iran   
    901-1000  ,   Free University of Bozen-Bolzano   ,Italy   
    901-1000  ,   Roma Tre University   ,Italy   
    901-1000  ,   Juntendo University   ,Japan   
    901-1000  ,   Kumamoto University   ,Japan   
    901-1000  ,   Tokushima University   ,Japan   
    901-1000  ,   Tokyo University of Agriculture and Technology   ,Japan   
    901-1000  ,   Yokohama City University   ,Japan   
    901-1000  ,   Ajou University   ,South Korea   
    901-1000  ,   Dongguk University   ,South Korea   
    901-1000  ,   Gyeongsang National University   ,South Korea   
    901-1000  ,   Pukyong National University   ,South Korea   
    901-1000  ,   Auckland University of Technology   ,New Zealand   
    901-1000  ,   Islamia University Bahawalpur   ,Pakistan   
    901-1000  ,   University of Lahore   ,Pakistan   
    901-1000  ,   Adam Mickiewicz University in Poznan   ,Poland   
    901-1000  ,   Nicolaus Copernicus University   ,Poland   
    901-1000  ,   Warsaw University of Technology   ,Poland   
    901-1000  ,   University of Beira Interior   ,Portugal   
    901-1000  ,   Novosibirsk State University   ,Russia   
    901-1000  ,   Imam Muhammad Ibn Saud Islamic University   ,Saudi Arabia   
    901-1000  ,   Umm Al-Qura University   ,Saudi Arabia   
    901-1000  ,   Comenius University in Bratislava   ,Slovakia   
    901-1000  ,   Ataturk University   ,Turkey   
    901-1000  ,   Gazi University Ankara   ,Turkey   
    901-1000  ,   Marmara University   ,Turkey   
    901-1000  ,   Open University   ,UK   
    901-1000  ,   University of Central Lancashire   ,UK   
    901-1000  ,   University of Portsmouth   ,UK   
    901-1000  ,   University of Alaska - Fairbanks   ,USA   
    901-1000  ,   University of Arkansas for Medical Sciences   ,USA   
    901-1000  ,   Loyola University of Chicago   ,USA   
    901-1000  ,   Amherst College   ,USA   
    901-1000  ,   Michigan Technological University   ,USA   
    901-1000  ,   Rutgers - The State University of New Jersey   ,USA   
    901-1000  ,   North Dakota State University   ,USA   
    901-1000  ,   Lehigh University   ,USA   
    901-1000  ,   University of Tennessee Health Science Center   ,USA   
    901-1000  ,   Kaohsiung Medical University   ,Taiwan   
    901-1000  ,   Gabriele D'Annunzio University   ,Italy   
    901-1000  ,   University of Girona   ,Spain   
    901-1000  ,   Örebro University   ,Sweden   
    901-1000  ,   Hamburg University of Technology   ,Germany   
    901-1000  ,   Wroclaw University of Science and Technology   ,Poland   
    901-1000  ,   University of Eastern Piedmont   ,Italy   
    901-1000  ,   China Jiliang University   ,China   
    901-1000  ,   Linnaeus University   ,Sweden   
    901-1000  ,   Hunan Agricultural University    ,China   
    901-1000  ,   Shaanxi University of Science and Technology   ,China   
    901-1000  ,   Anhui University of Science and Technology    ,China   
    901-1000  ,   Southwest University of Science and Technology   ,China   
    901-1000  ,   Henan Polytechnic University   ,China   
    901-1000  ,   Shihezi University   ,China   
    901-1000  ,   Xi'an University of Science and Technology   ,China   
    901-1000  ,   Hassan II University of Casablanca   ,Morocco   
    901-1000  ,   Jazan University   ,Saudi Arabia   
    901-1000  ,   Hangzhou Medical College   ,China   
    901-1000  ,   University of Picardie Jules Verne   ,France   
    901-1000  ,   Taiyuan University of Science and Technology   ,China   
    901-1000  ,   Hainan Medical University   ,China   
    901-1000  ,   Hangzhou City University   ,China   
    901-1000  ,   Jilin Agricultural University   ,China   
    901-1000  ,   Kunming Medical University   ,China   
    901-1000  ,   Nanjing University of Finance and Economics   ,China   
    901-1000  ,   Southwest Medical University   ,China     
